date,position,number
2015-06-21,primero,50
2015-06-22,primero,47
2015-06-22,segundo,81
2015-06-22,tercero,65
2015-06-23,tercero,66
2015-06-23,segundo,83
2015-06-23,primero,3
2015-06-24,tercero,77
2015-06-24,segundo,16
2015-06-24,primero,73
2015-06-25,tercero,6
2015-06-25,segundo,13
2015-06-25,primero,71
2015-06-26,primero,96
2015-06-26,segundo,61
2015-06-26,tercero,69
2015-06-28,primero,34
2015-06-28,tercero,94
2015-06-28,segundo,16
2015-06-29,tercero,16
2015-06-29,segundo,66
2015-06-29,primero,34
2015-06-30,tercero,57
2015-06-30,segundo,14
2015-06-30,primero,56
2015-07-01,tercero,47
2015-07-01,segundo,44
2015-07-01,primero,71
2015-07-02,primero,74
2015-07-02,segundo,13
2015-07-02,tercero,41
2015-07-03,tercero,60
2015-07-03,segundo,21
2015-07-03,primero,24
2015-07-04,tercero,13
2015-07-04,segundo,13
2015-07-04,primero,14
2015-07-05,tercero,55
2015-07-05,segundo,7
2015-07-05,primero,6
2015-07-06,primero,16
2015-07-06,tercero,27
2015-07-06,segundo,24
2015-07-07,tercero,82
2015-07-07,segundo,79
2015-07-07,primero,59
2015-07-08,tercero,14
2015-07-08,segundo,24
2015-07-08,primero,66
2015-07-09,tercero,87
2015-07-09,segundo,79
2015-07-09,primero,32
2015-07-10,tercero,9
2015-07-10,segundo,32
2015-07-10,primero,55
2015-07-11,primero,55
2015-07-11,tercero,6
2015-07-11,segundo,85
2015-07-12,tercero,94
2015-07-12,segundo,13
2015-07-12,primero,53
2015-07-13,tercero,33
2015-07-13,segundo,79
2015-07-13,primero,15
2015-07-14,tercero,32
2015-07-14,segundo,17
2015-07-14,primero,59
2015-07-15,primero,63
2015-07-15,tercero,5
2015-07-15,segundo,96
2015-07-16,tercero,52
2015-07-16,segundo,98
2015-07-16,primero,30
2015-07-17,tercero,18
2015-07-17,segundo,74
2015-07-17,primero,80
2015-07-18,tercero,85
2015-07-18,segundo,92
2015-07-18,primero,0
2015-07-19,tercero,75
2015-07-19,segundo,57
2015-07-19,primero,74
2015-07-20,primero,95
2015-07-20,tercero,37
2015-07-20,segundo,35
2015-07-21,tercero,28
2015-07-21,segundo,51
2015-07-21,primero,92
2015-07-22,tercero,30
2015-07-22,segundo,66
2015-07-22,primero,13
2015-07-23,tercero,91
2015-07-23,segundo,48
2015-07-23,primero,37
2015-07-24,primero,92
2015-07-24,tercero,9
2015-07-24,segundo,84
2015-07-25,tercero,63
2015-07-25,segundo,10
2015-07-25,primero,15
2015-07-26,tercero,9
2015-07-26,segundo,11
2015-07-26,primero,50
2015-07-28,tercero,80
2015-07-28,segundo,27
2015-07-28,primero,88
2015-07-29,primero,92
2015-07-29,tercero,61
2015-07-29,segundo,22
2015-07-30,tercero,69
2015-07-30,segundo,78
2015-07-30,primero,9
2015-07-31,tercero,57
2015-07-31,segundo,90
2015-07-31,primero,87
2015-08-01,tercero,71
2015-08-01,segundo,14
2015-08-01,primero,18
2015-08-02,primero,58
2015-08-02,segundo,65
2015-08-02,tercero,48
2015-08-03,primero,35
2015-08-03,tercero,54
2015-08-03,segundo,27
2015-08-04,primero,70
2015-08-04,tercero,91
2015-08-04,segundo,65
2015-08-05,primero,6
2015-08-05,tercero,42
2015-08-05,segundo,28
2015-08-07,primero,48
2015-08-07,tercero,9
2015-08-07,segundo,35
2015-08-08,tercero,66
2015-08-08,segundo,92
2015-08-08,primero,50
2015-08-09,tercero,81
2015-08-09,segundo,81
2015-08-09,primero,76
2015-08-10,primero,89
2015-08-10,segundo,22
2015-08-10,tercero,91
2015-08-11,segundo,62
2015-08-11,primero,39
2015-08-11,tercero,75
2015-08-12,tercero,23
2015-08-12,segundo,98
2015-08-12,primero,43
2015-08-13,tercero,49
2015-08-13,segundo,6
2015-08-13,primero,28
2015-08-14,primero,80
2015-08-14,tercero,38
2015-08-14,segundo,13
2015-08-15,tercero,30
2015-08-15,segundo,82
2015-08-15,primero,62
2015-08-17,tercero,99
2015-08-17,segundo,92
2015-08-17,primero,11
2015-08-18,tercero,82
2015-08-18,segundo,65
2015-08-18,primero,32
2015-08-19,primero,16
2015-08-19,segundo,3
2015-08-19,tercero,70
2015-08-20,tercero,39
2015-08-20,segundo,63
2015-08-20,primero,23
2015-08-21,tercero,32
2015-08-21,segundo,37
2015-08-21,primero,80
2015-08-22,tercero,19
2015-08-22,segundo,7
2015-08-22,primero,96
2015-08-23,primero,93
2015-08-23,segundo,52
2015-08-23,tercero,80
2015-08-24,primero,24
2015-08-24,tercero,35
2015-08-24,segundo,50
2015-08-25,primero,5
2015-08-25,tercero,62
2015-08-25,segundo,88
2015-08-27,tercero,92
2015-08-27,segundo,35
2015-08-27,primero,79
2015-08-28,tercero,70
2015-08-28,segundo,21
2015-08-28,primero,45
2015-08-29,primero,61
2015-08-29,tercero,89
2015-08-29,segundo,63
2015-08-30,segundo,19
2015-08-30,primero,89
2015-08-30,tercero,27
2015-08-31,tercero,78
2015-08-31,segundo,56
2015-08-31,primero,62
2015-09-01,tercero,70
2015-09-01,segundo,81
2015-09-01,primero,19
2015-09-02,primero,95
2015-09-02,segundo,81
2015-09-02,tercero,95
2015-09-03,primero,10
2015-09-03,tercero,51
2015-09-03,segundo,13
2015-09-04,tercero,3
2015-09-04,segundo,32
2015-09-04,primero,14
2015-09-06,tercero,71
2015-09-06,segundo,30
2015-09-06,primero,62
2015-09-07,primero,26
2015-09-07,segundo,97
2015-09-07,tercero,33
2015-09-08,segundo,59
2015-09-08,primero,1
2015-09-08,tercero,12
2015-09-09,tercero,3
2015-09-09,segundo,31
2015-09-09,primero,48
2015-09-10,tercero,51
2015-09-10,segundo,79
2015-09-10,primero,98
2015-09-11,primero,67
2015-09-11,segundo,73
2015-09-11,tercero,3
2015-09-12,primero,78
2015-09-12,tercero,27
2015-09-12,segundo,20
2015-09-13,tercero,36
2015-09-13,segundo,27
2015-09-13,primero,85
2015-09-14,tercero,51
2015-09-14,segundo,45
2015-09-14,primero,75
2015-09-15,tercero,26
2015-09-15,segundo,73
2015-09-15,primero,74
2015-09-16,primero,19
2015-09-16,segundo,69
2015-09-16,tercero,95
2015-09-17,tercero,38
2015-09-17,segundo,58
2015-09-17,primero,40
2015-09-18,tercero,77
2015-09-18,segundo,1
2015-09-18,primero,0
2015-09-19,tercero,66
2015-09-19,segundo,61
2015-09-19,primero,50
2015-09-20,primero,41
2015-09-20,segundo,70
2015-09-20,tercero,57
2015-09-21,tercero,23
2015-09-21,segundo,66
2015-09-21,primero,3
2015-09-22,tercero,48
2015-09-22,segundo,30
2015-09-22,primero,75
2015-09-23,tercero,24
2015-09-23,segundo,96
2015-09-23,primero,66
2015-09-26,tercero,1
2015-09-26,segundo,13
2015-09-26,primero,72
2015-09-27,primero,46
2015-09-27,tercero,26
2015-09-27,segundo,2
2015-09-28,tercero,21
2015-09-28,segundo,72
2015-09-28,primero,84
2015-09-29,tercero,81
2015-09-29,segundo,19
2015-09-29,primero,1
2015-09-30,tercero,82
2015-09-30,segundo,93
2015-09-30,primero,11
2015-10-01,primero,93
2015-10-01,tercero,8
2015-10-01,segundo,86
2015-10-02,tercero,25
2015-10-02,segundo,61
2015-10-02,primero,3
2015-10-03,tercero,87
2015-10-03,segundo,56
2015-10-03,primero,66
2015-10-04,tercero,42
2015-10-04,segundo,14
2015-10-04,primero,51
2015-10-05,tercero,15
2015-10-05,segundo,70
2015-10-05,primero,92
2015-10-06,primero,59
2015-10-06,tercero,67
2015-10-06,segundo,77
2015-10-07,tercero,22
2015-10-07,segundo,70
2015-10-07,primero,69
2015-10-08,tercero,32
2015-10-08,segundo,20
2015-10-08,primero,65
2015-10-09,tercero,45
2015-10-09,segundo,80
2015-10-09,primero,42
2015-10-10,primero,27
2015-10-10,tercero,49
2015-10-10,segundo,78
2015-10-11,tercero,82
2015-10-11,segundo,20
2015-10-11,primero,40
2015-10-12,tercero,5
2015-10-12,segundo,57
2015-10-12,primero,82
2015-10-13,tercero,99
2015-10-13,segundo,9
2015-10-13,primero,76
2015-10-14,primero,26
2015-10-14,tercero,68
2015-10-14,segundo,91
2015-10-16,tercero,93
2015-10-16,segundo,99
2015-10-16,primero,36
2015-10-17,tercero,92
2015-10-17,segundo,24
2015-10-17,primero,66
2015-10-18,tercero,89
2015-10-18,segundo,60
2015-10-18,primero,76
2015-10-19,primero,50
2015-10-19,segundo,67
2015-10-19,tercero,75
2015-10-20,primero,16
2015-10-20,tercero,19
2015-10-20,segundo,60
2015-10-21,primero,58
2015-10-21,tercero,26
2015-10-21,segundo,22
2015-10-22,primero,8
2015-10-22,tercero,76
2015-10-22,segundo,47
2015-10-23,tercero,55
2015-10-23,segundo,24
2015-10-23,primero,71
2015-10-24,tercero,48
2015-10-24,segundo,69
2015-10-24,primero,23
2015-10-26,primero,87
2015-10-26,tercero,98
2015-10-26,segundo,0
2015-10-27,segundo,61
2015-10-27,primero,52
2015-10-27,tercero,19
2015-10-28,tercero,95
2015-10-28,segundo,13
2015-10-28,primero,76
2015-10-29,tercero,59
2015-10-29,segundo,15
2015-10-29,primero,41
2015-10-30,primero,49
2015-10-30,segundo,40
2015-10-30,tercero,55
2015-10-31,primero,38
2015-10-31,tercero,74
2015-10-31,segundo,42
2015-11-01,tercero,46
2015-11-01,segundo,71
2015-11-01,primero,74
2015-11-02,tercero,38
2015-11-02,segundo,99
2015-11-02,primero,26
2015-11-03,primero,30
2015-11-03,segundo,79
2015-11-03,tercero,53
2015-11-05,segundo,99
2015-11-05,primero,38
2015-11-05,tercero,68
2015-11-06,tercero,39
2015-11-06,segundo,41
2015-11-06,primero,31
2015-11-07,tercero,43
2015-11-07,segundo,27
2015-11-07,primero,76
2015-11-08,primero,58
2015-11-08,tercero,10
2015-11-08,segundo,32
2015-11-09,tercero,10
2015-11-09,segundo,77
2015-11-09,primero,17
2015-11-10,tercero,87
2015-11-10,segundo,87
2015-11-10,primero,77
2015-11-11,tercero,87
2015-11-11,segundo,33
2015-11-11,primero,29
2015-11-12,tercero,98
2015-11-12,segundo,14
2015-11-12,primero,17
2015-11-13,primero,1
2015-11-13,tercero,71
2015-11-13,segundo,96
2015-11-15,tercero,28
2015-11-15,segundo,49
2015-11-15,primero,29
2015-11-16,tercero,29
2015-11-16,segundo,46
2015-11-16,primero,31
2015-11-17,tercero,73
2015-11-17,segundo,47
2015-11-17,primero,93
2015-11-18,primero,26
2015-11-18,tercero,5
2015-11-18,segundo,54
2015-11-19,tercero,31
2015-11-19,segundo,10
2015-11-19,primero,18
2015-11-20,tercero,2
2015-11-20,segundo,93
2015-11-20,primero,11
2015-11-21,tercero,63
2015-11-21,segundo,53
2015-11-21,primero,86
2015-11-22,primero,89
2015-11-22,tercero,99
2015-11-22,segundo,65
2015-11-23,tercero,69
2015-11-23,segundo,83
2015-11-23,primero,0
2015-11-25,tercero,44
2015-11-25,segundo,42
2015-11-25,primero,75
2015-11-26,tercero,48
2015-11-26,segundo,32
2015-11-26,primero,76
2015-11-27,primero,69
2015-11-27,segundo,27
2015-11-27,tercero,24
2015-11-28,primero,68
2015-11-28,tercero,78
2015-11-28,segundo,45
2015-11-29,primero,43
2015-11-29,tercero,86
2015-11-29,segundo,90
2015-11-30,primero,65
2015-11-30,tercero,2
2015-11-30,segundo,26
2015-12-01,tercero,26
2015-12-01,segundo,63
2015-12-01,primero,48
2015-12-02,tercero,71
2015-12-02,segundo,47
2015-12-02,primero,67
2015-12-03,primero,96
2015-12-03,segundo,68
2015-12-03,tercero,61
2015-12-04,segundo,78
2015-12-04,primero,28
2015-12-04,tercero,30
2015-12-05,tercero,96
2015-12-05,segundo,29
2015-12-05,primero,94
2015-12-06,tercero,88
2015-12-06,segundo,24
2015-12-06,primero,58
2015-12-07,primero,9
2015-12-07,tercero,61
2015-12-07,segundo,91
2015-12-08,tercero,95
2015-12-08,segundo,33
2015-12-08,primero,47
2015-12-09,tercero,51
2015-12-09,segundo,97
2015-12-09,primero,34
2015-12-10,tercero,74
2015-12-10,segundo,74
2015-12-10,primero,6
2015-12-11,primero,55
2015-12-11,segundo,62
2015-12-11,tercero,20
2015-12-12,tercero,14
2015-12-12,segundo,8
2015-12-12,primero,23
2015-12-13,tercero,87
2015-12-13,segundo,68
2015-12-13,primero,97
2015-12-15,tercero,66
2015-12-15,segundo,62
2015-12-15,primero,47
2015-12-16,primero,11
2015-12-16,segundo,18
2015-12-16,tercero,46
2015-12-17,primero,30
2015-12-17,tercero,76
2015-12-17,segundo,36
2015-12-18,primero,17
2015-12-18,tercero,19
2015-12-18,segundo,59
2015-12-19,tercero,56
2015-12-19,segundo,35
2015-12-19,primero,33
2015-12-20,tercero,70
2015-12-20,segundo,47
2015-12-20,primero,42
2015-12-21,primero,55
2015-12-21,tercero,44
2015-12-21,segundo,18
2015-12-22,segundo,7
2015-12-22,primero,69
2015-12-22,tercero,72
2015-12-23,tercero,46
2015-12-23,segundo,94
2015-12-23,primero,30
2015-12-26,tercero,55
2015-12-26,segundo,56
2015-12-26,primero,67
2015-12-27,primero,31
2015-12-27,segundo,26
2015-12-27,tercero,32
2015-12-28,primero,40
2015-12-28,tercero,24
2015-12-28,segundo,24
2015-12-29,tercero,20
2015-12-29,segundo,88
2015-12-29,primero,5
2015-12-30,tercero,30
2015-12-30,segundo,76
2015-12-30,primero,91
2016-01-02,primero,5
2016-01-02,segundo,97
2016-01-02,tercero,6
2016-01-04,segundo,54
2016-01-04,primero,67
2016-01-04,tercero,62
2016-01-05,tercero,59
2016-01-05,segundo,25
2016-01-05,primero,41
2016-01-06,tercero,27
2016-01-06,segundo,99
2016-01-06,primero,20
2016-01-07,primero,5
2016-01-07,segundo,0
2016-01-07,tercero,6
2016-01-08,primero,42
2016-01-08,tercero,31
2016-01-08,segundo,86
2016-01-09,primero,45
2016-01-09,tercero,98
2016-01-09,segundo,89
2016-01-10,primero,95
2016-01-10,tercero,20
2016-01-10,segundo,53
2016-01-11,primero,16
2016-01-11,tercero,92
2016-01-11,segundo,55
2016-01-12,tercero,97
2016-01-12,segundo,51
2016-01-12,primero,65
2016-01-13,tercero,27
2016-01-13,segundo,35
2016-01-13,primero,87
2016-01-14,primero,17
2016-01-14,segundo,29
2016-01-14,tercero,56
2016-01-15,segundo,8
2016-01-15,primero,53
2016-01-15,tercero,70
2016-01-16,tercero,33
2016-01-16,segundo,63
2016-01-16,primero,3
2016-01-17,tercero,49
2016-01-17,segundo,54
2016-01-17,primero,16
2016-01-18,primero,91
2016-01-18,tercero,10
2016-01-18,segundo,0
2016-01-19,tercero,54
2016-01-19,segundo,34
2016-01-19,primero,53
2016-01-20,tercero,56
2016-01-20,segundo,50
2016-01-20,primero,22
2016-01-22,tercero,93
2016-01-22,segundo,15
2016-01-22,primero,1
2016-01-24,primero,72
2016-01-24,segundo,71
2016-01-24,tercero,66
2016-01-25,tercero,38
2016-01-25,segundo,28
2016-01-25,primero,65
2016-01-26,tercero,79
2016-01-26,segundo,24
2016-01-26,primero,28
2016-01-27,tercero,88
2016-01-27,segundo,39
2016-01-27,primero,74
2016-01-28,primero,31
2016-01-28,segundo,64
2016-01-28,tercero,4
2016-01-29,primero,59
2016-01-29,tercero,39
2016-01-29,segundo,39
2016-01-30,primero,25
2016-01-30,tercero,44
2016-01-30,segundo,44
2016-01-31,tercero,51
2016-01-31,segundo,92
2016-01-31,primero,91
2016-02-01,tercero,73
2016-02-01,segundo,44
2016-02-01,primero,14
2016-02-03,primero,19
2016-02-03,tercero,10
2016-02-03,segundo,94
2016-02-04,segundo,26
2016-02-04,primero,57
2016-02-04,tercero,3
2016-02-05,tercero,31
2016-02-05,segundo,17
2016-02-05,primero,64
2016-02-06,tercero,68
2016-02-06,segundo,92
2016-02-06,primero,23
2016-02-07,primero,91
2016-02-07,segundo,91
2016-02-07,tercero,83
2016-02-08,primero,61
2016-02-08,tercero,54
2016-02-08,segundo,66
2016-02-09,tercero,95
2016-02-09,segundo,35
2016-02-09,primero,60
2016-02-10,tercero,75
2016-02-10,segundo,51
2016-02-10,primero,89
2016-02-11,primero,15
2016-02-11,segundo,34
2016-02-11,tercero,17
2016-02-13,segundo,50
2016-02-13,primero,13
2016-02-13,tercero,6
2016-02-14,tercero,89
2016-02-14,segundo,56
2016-02-14,primero,19
2016-02-15,tercero,92
2016-02-15,segundo,69
2016-02-15,primero,62
2016-02-16,primero,64
2016-02-16,tercero,86
2016-02-16,segundo,16
2016-02-17,segundo,35
2016-02-17,primero,6
2016-02-17,tercero,7
2016-02-18,tercero,35
2016-02-18,segundo,39
2016-02-18,primero,53
2016-02-19,tercero,63
2016-02-19,segundo,23
2016-02-19,primero,53
2016-02-20,tercero,85
2016-02-20,segundo,82
2016-02-20,primero,93
2016-02-21,primero,74
2016-02-21,segundo,41
2016-02-21,tercero,13
2016-02-22,tercero,93
2016-02-22,segundo,66
2016-02-22,primero,33
2016-02-23,tercero,49
2016-02-23,segundo,88
2016-02-23,primero,79
2016-02-24,tercero,64
2016-02-24,segundo,90
2016-02-24,primero,61
2016-02-25,primero,43
2016-02-25,segundo,92
2016-02-25,tercero,19
2016-02-26,tercero,35
2016-02-26,segundo,60
2016-02-26,primero,5
2016-02-28,tercero,21
2016-02-28,segundo,83
2016-02-28,primero,0
2016-02-29,tercero,93
2016-02-29,segundo,76
2016-02-29,primero,40
2016-03-01,tercero,59
2016-03-01,segundo,40
2016-03-01,primero,71
2016-03-02,primero,27
2016-03-02,tercero,67
2016-03-02,segundo,2
2016-03-03,tercero,94
2016-03-03,segundo,88
2016-03-03,primero,36
2016-03-04,tercero,32
2016-03-04,segundo,0
2016-03-04,primero,82
2016-03-05,tercero,4
2016-03-05,segundo,16
2016-03-05,primero,70
2016-03-06,primero,76
2016-03-06,tercero,70
2016-03-06,segundo,43
2016-03-07,tercero,6
2016-03-07,segundo,7
2016-03-07,primero,70
2016-03-08,tercero,79
2016-03-08,segundo,29
2016-03-08,primero,2
2016-03-09,tercero,25
2016-03-09,segundo,58
2016-03-09,primero,29
2016-03-10,tercero,20
2016-03-10,segundo,95
2016-03-10,primero,26
2016-03-11,primero,45
2016-03-11,tercero,48
2016-03-11,segundo,36
2016-03-12,tercero,25
2016-03-12,segundo,89
2016-03-12,primero,86
2016-03-13,tercero,77
2016-03-13,segundo,52
2016-03-13,primero,63
2016-03-14,tercero,65
2016-03-14,segundo,22
2016-03-14,primero,71
2016-03-15,primero,48
2016-03-15,tercero,35
2016-03-15,segundo,78
2016-03-16,tercero,54
2016-03-16,segundo,35
2016-03-16,primero,98
2016-03-17,tercero,4
2016-03-17,segundo,17
2016-03-17,primero,19
2016-03-18,tercero,29
2016-03-18,segundo,88
2016-03-18,primero,42
2016-03-19,primero,8
2016-03-19,tercero,66
2016-03-19,segundo,63
2016-03-20,tercero,51
2016-03-20,segundo,33
2016-03-20,primero,89
2016-03-21,tercero,5
2016-03-21,segundo,37
2016-03-21,primero,91
2016-03-22,tercero,69
2016-03-22,segundo,42
2016-03-22,primero,68
2016-03-23,primero,22
2016-03-23,segundo,85
2016-03-23,tercero,59
2016-03-27,primero,78
2016-03-27,tercero,11
2016-03-27,segundo,39
2016-03-28,primero,64
2016-03-28,tercero,20
2016-03-28,segundo,67
2016-03-29,primero,39
2016-03-29,tercero,49
2016-03-29,segundo,16
2016-03-30,primero,73
2016-03-30,tercero,99
2016-03-30,segundo,42
2016-03-31,tercero,67
2016-03-31,segundo,22
2016-03-31,primero,34
2016-04-01,tercero,24
2016-04-01,segundo,76
2016-04-01,primero,65
2016-04-03,primero,30
2016-04-03,segundo,69
2016-04-03,tercero,1
2016-04-04,segundo,44
2016-04-04,primero,88
2016-04-04,tercero,67
2016-04-05,tercero,43
2016-04-05,segundo,35
2016-04-05,primero,74
2016-04-06,tercero,39
2016-04-06,segundo,0
2016-04-06,primero,43
2016-04-07,primero,10
2016-04-07,tercero,46
2016-04-07,segundo,93
2016-04-08,tercero,80
2016-04-08,segundo,61
2016-04-08,primero,97
2016-04-09,tercero,3
2016-04-09,segundo,98
2016-04-09,primero,17
2016-04-10,tercero,78
2016-04-10,segundo,78
2016-04-10,primero,19
2016-04-11,primero,92
2016-04-11,segundo,92
2016-04-11,tercero,56
2016-04-13,tercero,91
2016-04-13,segundo,89
2016-04-13,primero,3
2016-04-14,tercero,86
2016-04-14,segundo,61
2016-04-14,primero,47
2016-04-15,tercero,89
2016-04-15,segundo,90
2016-04-15,primero,31
2016-04-16,primero,61
2016-04-16,segundo,76
2016-04-16,tercero,5
2016-04-17,primero,14
2016-04-17,tercero,85
2016-04-17,segundo,27
2016-04-18,primero,99
2016-04-18,tercero,29
2016-04-18,segundo,21
2016-04-19,tercero,53
2016-04-19,segundo,10
2016-04-19,primero,13
2016-04-20,tercero,99
2016-04-20,segundo,83
2016-04-20,primero,62
2016-04-21,primero,91
2016-04-21,tercero,56
2016-04-21,segundo,83
2016-04-22,segundo,17
2016-04-22,primero,78
2016-04-22,tercero,44
2016-04-23,tercero,51
2016-04-23,segundo,50
2016-04-23,primero,38
2016-04-24,tercero,54
2016-04-24,segundo,64
2016-04-24,primero,35
2016-04-25,primero,28
2016-04-25,segundo,62
2016-04-25,tercero,54
2016-04-26,primero,29
2016-04-26,tercero,94
2016-04-26,segundo,95
2016-04-27,tercero,26
2016-04-27,segundo,98
2016-04-27,primero,87
2016-04-28,tercero,22
2016-04-28,segundo,61
2016-04-28,primero,91
2016-04-29,primero,35
2016-04-29,segundo,37
2016-04-29,tercero,43
2016-04-30,segundo,73
2016-04-30,primero,95
2016-04-30,tercero,36
2016-05-01,tercero,36
2016-05-01,segundo,19
2016-05-01,primero,73
2016-05-02,tercero,54
2016-05-02,segundo,22
2016-05-02,primero,95
2016-05-03,primero,27
2016-05-03,tercero,35
2016-05-03,segundo,40
2016-05-04,segundo,41
2016-05-04,primero,70
2016-05-04,tercero,25
2016-05-05,tercero,64
2016-05-05,segundo,92
2016-05-05,primero,55
2016-05-06,tercero,74
2016-05-06,segundo,91
2016-05-06,primero,40
2016-05-07,tercero,84
2016-05-07,segundo,71
2016-05-07,primero,40
2016-05-08,primero,63
2016-05-08,segundo,18
2016-05-08,tercero,76
2016-05-09,tercero,79
2016-05-09,segundo,41
2016-05-09,primero,21
2016-05-10,tercero,88
2016-05-10,segundo,17
2016-05-10,primero,15
2016-05-11,tercero,91
2016-05-11,segundo,79
2016-05-11,primero,88
2016-05-12,primero,32
2016-05-12,segundo,23
2016-05-12,tercero,2
2016-05-13,tercero,12
2016-05-13,segundo,88
2016-05-13,primero,15
2016-05-17,tercero,69
2016-05-17,segundo,51
2016-05-17,primero,55
2016-05-18,tercero,61
2016-05-18,segundo,26
2016-05-18,primero,46
2016-05-19,tercero,31
2016-05-19,segundo,43
2016-05-19,primero,25
2016-05-20,primero,39
2016-05-20,tercero,76
2016-05-20,segundo,62
2016-05-21,tercero,1
2016-05-21,segundo,55
2016-05-21,primero,9
2016-05-23,tercero,92
2016-05-23,segundo,58
2016-05-23,primero,17
2016-05-24,tercero,47
2016-05-24,segundo,7
2016-05-24,primero,7
2016-05-25,primero,59
2016-05-25,tercero,0
2016-05-25,segundo,65
2016-05-26,tercero,3
2016-05-26,segundo,57
2016-05-26,primero,53
2016-05-27,tercero,11
2016-05-27,segundo,19
2016-05-27,primero,95
2016-05-28,tercero,71
2016-05-28,segundo,94
2016-05-28,primero,49
2016-05-29,tercero,84
2016-05-29,segundo,45
2016-05-29,primero,21
2016-05-30,primero,51
2016-05-30,tercero,22
2016-05-30,segundo,87
2016-05-31,tercero,67
2016-05-31,segundo,32
2016-05-31,primero,21
2016-06-01,tercero,60
2016-06-01,segundo,12
2016-06-01,primero,61
2016-06-02,tercero,97
2016-06-02,segundo,31
2016-06-02,primero,48
2016-06-03,primero,2
2016-06-03,tercero,29
2016-06-03,segundo,67
2016-06-04,tercero,23
2016-06-04,segundo,0
2016-06-04,primero,54
2016-06-05,tercero,10
2016-06-05,segundo,31
